Dato;Pris;Fellesgjeld;Totalpris;BRA;Boligtype;Eieform;Byggeår;Fylke;Kommune;CityDistrict;Etasje;Soverom;Tomtestørrelse
2023-01-01;2750000;281000;3031000;69;Leilighet;Borettslag;1973;Vestland;BERGEN;Årstad;1;2;3234,4
2023-01-01;3000000;0;3000000;50;Leilighet;Selveier;2020;Vestland;BERGEN;Fana;3;1;5759
2023-01-01;6950000;0;6950000;157;Rekkehus;Selveier;2017;Vestland;BERGEN;Fyllingsdalen;NULL;3;41298
2023-01-01;3590000;48982;3638982;83;Leilighet;Selveier;2014;Vestland;BERGEN;Fyllingsdalen;2;2;8150,4
2023-01-01;3990000;0;3990000;123;Enebolig;Selveier;1956;Vestland;BERGEN;Ytrebygda;NULL;1;1865,7
2023-01-01;3090000;0;3090000;66;Leilighet;Selveier;1947;Vestland;BERGEN;Årstad;2;1;342,1
2023-01-01;4800000;100833;4900833;183;Rekkehus;Borettslag;1968;Vestland;BERGEN;Åsane;NULL;4;40859,7
2023-01-01;7300000;0;7300000;127;Tomannsbolig;Selveier;1956;Vestland;BERGEN;Årstad;NULL;2;325,2
2023-01-01;3130000;0;3130000;71;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;1;2;7470,7
2023-01-01;7300000;0;7300000;216;Enebolig;Selveier;1997;Vestland;BERGEN;Ytrebygda;NULL;4;788
2023-01-01;4900000;0;4900000;127;Rekkehus;Selveier;1954;Vestland;BERGEN;Årstad;NULL;3;209,1
2023-01-01;2900000;156993;3056993;53;Leilighet;Borettslag;1939;Vestland;BERGEN;Årstad;2;1;402,6
2023-01-01;5570000;0;5570000;74;Leilighet;Selveier;1891;Vestland;BERGEN;Bergenhus;3;1;329,9
2023-01-01;3100000;114103;3214103;77;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;4;2;37598,4
2023-01-01;6450000;0;6450000;145;Enebolig;Selveier;1994;Vestland;BERGEN;Ytrebygda;NULL;3;386,4
2023-01-01;3000000;372367;3372367;124;Rekkehus;Borettslag;1981;Vestland;BERGEN;Arna;NULL;3;36116,3
2023-01-01;3615000;0;3615000;58;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;1;1;1298
2023-01-01;1920000;0;1920000;26;Leilighet;Selveier;1900;Vestland;BERGEN;Årstad;2;1;206,7
2023-01-01;4230000;113531;4343531;105;Rekkehus;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;NULL;3;37921,6
2023-01-01;6270000;0;6270000;130;Rekkehus;Selveier;1989;Vestland;BERGEN;Ytrebygda;NULL;3;151,3
2023-01-01;5620000;0;5620000;120;Rekkehus;Selveier;1965;Vestland;BERGEN;Bergenhus;NULL;4;248,1
2023-01-01;6300000;0;6300000;102;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;5;3;218,4
2023-01-01;5300000;5864;5305864;112;Rekkehus;Selveier;2017;Vestland;BERGEN;Fyllingsdalen;NULL;3;41298
2023-01-01;5250000;0;5250000;111;Enebolig;Selveier;1999;Vestland;BERGEN;Ytrebygda;NULL;3;272,8
2023-01-01;4100000;0;4100000;133;Tomannsbolig;Selveier;2015;Vestland;ØYGARDEN;NULL;NULL;3;1863
2023-01-01;3150000;0;3150000;67;Leilighet;Selveier;2006;Vestland;BERGEN;Laksevåg;1;2;638,8
2023-01-01;4990000;234000;5224000;78;Leilighet;Selveier;1993;Vestland;BERGEN;Bergenhus;3;2;286,6
2023-01-01;2945000;384416;3329416;102;Leilighet;Borettslag;1987;Vestland;BERGEN;Ytrebygda;4;3;17514,1
2023-01-01;3290000;4268;3294268;75;Leilighet;Selveier;2011;Vestland;BERGEN;Fana;1;2;28,5
2023-01-01;3750000;0;3750000;142;Rekkehus;Selveier;1947;Vestland;BERGEN;Fana;NULL;3;209,1
2023-01-01;7050000;0;7050000;93;Leilighet;Selveier;2007;Vestland;BERGEN;Bergenhus;2;2;2062,6
2023-01-01;6250000;0;6250000;172;Enebolig;Selveier;1974;Vestland;ØYGARDEN;NULL;NULL;4;1000
2023-01-01;3250000;518863;3768863;72;Leilighet;Borettslag;1966;Vestland;BERGEN;Fyllingsdalen;3;3;14024,8
2023-01-01;5200000;0;5200000;98;Leilighet;Selveier;2020;Vestland;BERGEN;Ytrebygda;1;3;35,8
2023-01-01;11900000;0;11900000;218;Enebolig;Selveier;1999;Vestland;BERGEN;Ytrebygda;NULL;4;780
2023-01-01;2400000;0;2400000;44;Leilighet;Selveier;1936;Vestland;BERGEN;Laksevåg;2;1;720,5
2023-01-01;3900000;0;3900000;94;Tomannsbolig;Selveier;1984;Vestland;BERGEN;Fyllingsdalen;NULL;1;240,6
2023-01-01;3020000;274731;3294731;43;Leilighet;Borettslag;1890;Vestland;BERGEN;Bergenhus;4;2;167,5
2023-01-01;4000000;55620;4055620;80;Leilighet;Selveier;2005;Vestland;BERGEN;Ytrebygda;2;2;9586
2023-01-01;3115000;0;3115000;126;Rekkehus;Selveier;1960;Vestland;BERGEN;Laksevåg;NULL;2;133,4
2023-01-01;3475000;0;3475000;71;Leilighet;Selveier;1990;Vestland;BERGEN;Fana;2;2;1015,6
2023-01-01;5000000;0;5000000;97;Leilighet;Selveier;2005;Vestland;BERGEN;Årstad;1;3;938,1
2023-01-01;2600000;273342;2873342;67;Leilighet;Aksjeleilighet;1949;Vestland;BERGEN;Årstad;1;2;2803,3
2023-01-01;6950000;0;6950000;94;Leilighet;Selveier;2019;Vestland;BERGEN;Fana;3;2;2430,7
2023-01-01;3050000;13324;3063324;69;Leilighet;Selveier;1990;Vestland;BERGEN;Fana;1;2;4782,7
2023-01-01;2450000;0;2450000;37;Leilighet;Borettslag;1860;Vestland;BERGEN;Bergenhus;1;1;1283,3
2023-01-01;4170000;0;4170000;63;Leilighet;Selveier;2008;Vestland;BERGEN;Ytrebygda;2;2;10120,7
2023-01-01;5500000;0;5500000;224;Enebolig;Selveier;1982;Vestland;BERGEN;Laksevåg;NULL;4;830,3
2023-01-01;3450000;128839;3578839;88;Leilighet;Selveier;1991;Vestland;BERGEN;Årstad;3;2;10964,4
2023-01-01;2100000;0;2100000;169;Enebolig;Selveier;1910;Vestland;ASKØY;NULL;NULL;3;212,2
2023-01-01;4900000;0;4900000;147;Leilighet;Selveier;1970;Vestland;BERGEN;Åsane;3;3;6074
2023-01-01;6950000;0;6950000;137;Enebolig;Selveier;1993;Vestland;BERGEN;Årstad;NULL;4;397,3
2023-01-01;5760000;0;5760000;74;Leilighet;Selveier;2018;Vestland;BERGEN;Årstad;4;2;3195,8
2023-01-01;3950000;9266;3959266;59;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;2;2;430
2023-01-01;2800000;0;2800000;89;Enebolig;Selveier;1937;Vestland;ØYGARDEN;NULL;NULL;3;5832
2023-01-01;6825000;0;6825000;290;Enebolig;Selveier;1962;Vestland;BERGEN;Åsane;NULL;5;1170
2023-01-01;3500000;0;3500000;142;Tomannsbolig;Selveier;2010;Vestland;ASKØY;NULL;NULL;4;1255
2023-01-01;4030000;0;4030000;88;Leilighet;Selveier;2009;Vestland;BERGEN;Fyllingsdalen;3;2;1989,5
2023-01-01;2100000;133566;2233566;44;Leilighet;Aksjeleilighet;1947;Vestland;BERGEN;Årstad;3;1;615,7
2023-01-01;2150000;1428;2151428;57;Leilighet;Selveier;1989;Vestland;BJØRNAFJORDEN;NULL;2;2;571,8
2023-01-01;3200000;0;3200000;49;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;1;1;94,6
2023-01-01;5125000;0;5125000;115;Leilighet;Selveier;2020;Vestland;BERGEN;Fana;1;3;5135,5
2023-01-01;8250000;0;8250000;180;Enebolig;Selveier;1987;Vestland;BERGEN;Fyllingsdalen;NULL;4;811,9
2023-01-01;5650000;0;5650000;131;Rekkehus;Selveier;2010;Vestland;BERGEN;Fana;NULL;3;6998
2023-01-01;3031000;0;3031000;60;Leilighet;Selveier;2004;Vestland;BERGEN;Laksevåg;2;1;4385
2023-01-01;2615000;92429;2707429;58;Leilighet;Borettslag;1958;Vestland;BERGEN;Årstad;1;1;7701,1
2023-01-01;2450000;1238;2451238;64;Leilighet;Borettslag;1975;Vestland;BERGEN;Åsane;1;1;45322,4
2023-01-01;3050000;171996;3221996;65;Leilighet;Aksjeleilighet;1957;Vestland;BERGEN;Bergenhus;4;2;8549,4
2023-01-01;4100000;0;4100000;178;Enebolig;Selveier;2003;Vestland;ØYGARDEN;NULL;NULL;5;983,3
2023-01-01;4050000;0;4050000;91;Leilighet;Selveier;2018;Vestland;ØYGARDEN;NULL;2;3;1284
2023-01-01;650000;0;650000;159;Enebolig;Selveier;1972;Vestland;BJØRNAFJORDEN;NULL;NULL;5;656,9
2023-01-01;3250000;0;3250000;76;Leilighet;Selveier;2012;Vestland;BERGEN;Ytrebygda;1;2;9283,1
2023-01-01;2150000;241863;2391863;50;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;8;1;71400,9
2023-01-01;5250000;0;5250000;265;Enebolig;Selveier;1985;Vestland;BERGEN;Arna;NULL;3;1214,3
2023-01-01;2820000;1310;2821310;71;Leilighet;Borettslag;1975;Vestland;BERGEN;Åsane;3;2;45322,4
2023-01-01;3800000;400000;4200000;125;Rekkehus;Borettslag;1980;Vestland;BERGEN;Laksevåg;2;5;42166,2
2023-01-01;3850000;404480;4254480;100;Leilighet;Borettslag;2005;Vestland;BERGEN;Fyllingsdalen;3;2;16059,3
2023-01-01;2740000;0;2740000;45;Leilighet;Selveier;2005;Vestland;BERGEN;Bergenhus;4;1;12415,3
2023-01-01;5500000;0;5500000;157;Enebolig;Selveier;1965;Vestland;BERGEN;Åsane;NULL;3;1348,1
2023-01-01;3990000;0;3990000;73;Leilighet;Selveier;2011;Vestland;BERGEN;Ytrebygda;2;2;2115,2
2023-01-01;4500000;0;4500000;68;Tomannsbolig;Selveier;1936;Vestland;BERGEN;Årstad;NULL;2;255
2023-01-01;4500000;0;4500000;74;Enebolig;Selveier;1750;Vestland;BERGEN;Bergenhus;NULL;2;72
2023-01-01;3920000;0;3920000;60;Leilighet;Selveier;2020;Vestland;BERGEN;Fana;3;2;5135,5
2023-01-01;2821990;1524;2823514;84;Leilighet;Borettslag;1974;Vestland;BERGEN;Åsane;2;2;45322,4
2023-01-01;3990000;182520;4172520;133;Rekkehus;Borettslag;1979;Vestland;BERGEN;Åsane;NULL;3;17901,9
2023-01-01;4600000;143494;4743494;100;Leilighet;Borettslag;1982;Vestland;BERGEN;Årstad;3;3;7650,4
2023-01-01;1800000;0;1800000;59;Leilighet;Selveier;1928;Vestland;BERGEN;Årstad;1;1;326,1
2023-01-01;4700000;0;4700000;223;Enebolig;Selveier;1959;Vestland;BERGEN;Fana;NULL;4;1007,8
2023-01-01;2410000;0;2410000;68;Leilighet;Selveier;2008;Vestland;ØYGARDEN;NULL;3;1;5820
2023-01-01;3430000;255477;3685477;60;Leilighet;Borettslag;1952;Vestland;BERGEN;Årstad;2;2;8414,1
2023-01-01;3550000;0;3550000;51;Leilighet;Selveier;2018;Vestland;BERGEN;Årstad;4;1;2347,8
2023-01-01;5100000;0;5100000;180;Enebolig;Selveier;1997;Vestland;ASKØY;NULL;NULL;3;765,6
2023-01-01;4500000;0;4500000;59;Leilighet;Selveier;1896;Vestland;BERGEN;Bergenhus;2;2;201
2023-01-01;6700000;0;6700000;253;Rekkehus;Selveier;1936;Vestland;BERGEN;Årstad;NULL;4;317
2023-01-01;2850000;0;2850000;90;Leilighet;Selveier;2014;Vestland;ØYGARDEN;NULL;2;2;996,4
2023-01-01;2850000;0;2850000;55;Leilighet;Selveier;1934;Vestland;BERGEN;Bergenhus;2;2;170,3
2023-01-01;2500000;128228;2628228;58;Leilighet;Borettslag;1966;Vestland;BERGEN;Bergenhus;3;2;1602
2023-01-01;7900000;0;7900000;193;Enebolig;Selveier;2014;Vestland;BJØRNAFJORDEN;NULL;NULL;4;753,6
2023-01-01;3440000;0;3440000;118;Leilighet;Selveier;1967;Vestland;BERGEN;Arna;2;3;1971,7
2023-01-01;1900000;2094000;3994000;52;Leilighet;Borettslag;2013;Vestland;BERGEN;Årstad;6;1;3899
2023-01-01;2220000;227020;2447020;61;Leilighet;Aksjeleilighet;1959;Vestland;BERGEN;Bergenhus;1;2;1240,5
2023-01-01;2350000;0;2350000;85;Enebolig;Selveier;1921;Vestland;BJØRNAFJORDEN;NULL;NULL;2;595,9
2023-01-01;1250000;803368;2053368;39;Leilighet;Borettslag;2006;Vestland;BERGEN;Årstad;1;1;254,3
2023-01-01;6950000;0;6950000;113;Leilighet;Selveier;1929;Vestland;BERGEN;Bergenhus;3;2;2882,5
2023-01-01;4400000;0;4400000;296;Enebolig;Selveier;1956;Vestland;OSTERØY;NULL;NULL;6;900,8
2023-01-01;4200000;0;4200000;83;Leilighet;Selveier;2018;Vestland;BERGEN;Laksevåg;2;3;8563,7
2023-01-01;3500000;0;3500000;66;Leilighet;Selveier;1948;Vestland;BERGEN;Bergenhus;1;1;316,8
2023-01-01;2900000;0;2900000;114;Tomannsbolig;Selveier;1956;Vestland;BERGEN;Arna;NULL;2;741
2023-01-01;3975000;0;3975000;64;Leilighet;Selveier;2019;Vestland;BERGEN;Ytrebygda;6;2;6581,3
2023-01-01;3850000;NULL;3850000;141;Enebolig;Selveier;2002;Vestland;ØYGARDEN;NULL;NULL;4;748,4
2023-01-01;7500000;4142;7504142;133;Leilighet;Selveier;2009;Vestland;BERGEN;Arna;5;2;2049,4
2023-01-01;3465000;0;3465000;143;Leilighet;Selveier;2000;Vestland;ALVER;NULL;2;4;425,6
2023-01-01;3690000;112158;3802158;66;Leilighet;Aksjeleilighet;1962;Vestland;BERGEN;Bergenhus;3;2;1358,5
2023-01-01;5590000;0;5590000;150;Rekkehus;Selveier;2017;Vestland;ØYGARDEN;NULL;NULL;3;15417
2023-01-01;3100000;0;3100000;81;Leilighet;Selveier;2011;Vestland;BERGEN;Åsane;1;2;2942,8
2023-01-01;3060000;345162;3405162;65;Leilighet;Borettslag;1957;Vestland;BERGEN;Årstad;2;2;12766,6
2023-01-01;2970000;0;2970000;61;Leilighet;Selveier;2017;Vestland;BJØRNAFJORDEN;NULL;4;2;2835,4
2023-01-01;2750000;0;2750000;39;Leilighet;Selveier;1929;Vestland;BERGEN;Bergenhus;2;1;2882,5
2023-01-01;3475000;0;3475000;138;Rekkehus;Selveier;1978;Vestland;BERGEN;Laksevåg;NULL;4;168,5
2023-01-01;5300000;0;5300000;255;Enebolig;Selveier;1977;Vestland;BJØRNAFJORDEN;NULL;NULL;4;569,4
2023-01-01;3325000;0;3325000;49;Leilighet;Selveier;2015;Vestland;BERGEN;Bergenhus;3;1;3269,5
2023-01-01;2750000;562087;3312087;99;Leilighet;Borettslag;1970;Vestland;BERGEN;Laksevåg;3;3;16201,1
2023-01-01;5100000;0;5100000;163;Enebolig;Selveier;1986;Vestland;BERGEN;Åsane;NULL;3;296,7
2023-01-01;3250000;346937;3596937;64;Leilighet;Borettslag;1957;Vestland;BERGEN;Årstad;3;2;12766,6
2023-01-01;12950000;0;12950000;307;Enebolig;Selveier;1968;Vestland;BERGEN;Fana;NULL;5;1989,9
2023-01-01;2150000;568833;2718833;80;Leilighet;Borettslag;1967;Vestland;BERGEN;Fyllingsdalen;4;2;25801,6
2023-01-01;8500000;0;8500000;171;Tomannsbolig;Selveier;2019;Vestland;BERGEN;Fana;NULL;3;1060
2023-01-01;3325000;257909;3582909;68;Leilighet;Borettslag;1963;Vestland;BERGEN;Årstad;3;2;3933
2023-01-01;5150000;0;5150000;254;Enebolig;Selveier;1984;Vestland;BERGEN;Arna;NULL;4;627,4
2023-01-01;5450000;9491;5459491;91;Leilighet;Selveier;2005;Vestland;BERGEN;Ytrebygda;2;2;1795,1
2023-01-01;5200000;0;5200000;71;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;3;2;107,1
2023-01-01;3100000;0;3100000;76;Leilighet;Selveier;1997;Vestland;BERGEN;Bergenhus;1;1;443,7
2023-01-01;3745000;252632;3997632;156;Rekkehus;Borettslag;1978;Vestland;BJØRNAFJORDEN;NULL;2;4;32911,6
2023-01-01;4150000;0;4150000;98;Leilighet;Selveier;2013;Vestland;BERGEN;Fana;2;2;15130,7
2023-01-01;3250000;62749;3312749;106;Leilighet;Selveier;1986;Vestland;BERGEN;Fana;2;3;23174,7
2023-01-01;2200000;0;2200000;78;Tomannsbolig;Selveier;2010;Vestland;BJØRNAFJORDEN;NULL;0;2;872
2023-01-01;1730000;150333;1880333;52;Leilighet;Borettslag;1981;Vestland;BERGEN;Fana;1;1;6835,3
2023-01-01;5350000;0;5350000;115;Tomannsbolig;Selveier;2005;Vestland;BERGEN;Ytrebygda;NULL;3;8070
2023-01-01;2910000;0;2910000;67;Leilighet;Selveier;2020;Vestland;ALVER;NULL;2;2;11144,5
2023-01-01;2615000;136758;2751758;52;Leilighet;Borettslag;1952;Vestland;BERGEN;Bergenhus;2;1;2475,4
2023-01-01;3400000;75831;3475831;118;Tomannsbolig;Borettslag;1987;Vestland;BERGEN;Fana;2;3;14803,7
2023-01-01;7800000;0;7800000;204;Enebolig;Selveier;1948;Vestland;BERGEN;Fana;4;5;817
2023-01-01;4600000;0;4600000;149;Enebolig;Selveier;1962;Vestland;BERGEN;Laksevåg;NULL;2;1309,6
2023-01-01;3450000;47000;3497000;80;Leilighet;Selveier;2006;Vestland;BERGEN;Fana;1;3;5617,2
2023-01-01;3900000;0;3900000;122;Rekkehus;Selveier;2015;Vestland;ØYGARDEN;NULL;NULL;3;1634
2023-01-01;2850000;0;2850000;44;Leilighet;Selveier;1760;Vestland;BERGEN;Bergenhus;2;1;73,6
2023-01-01;6000000;1075;6001075;93;Leilighet;Selveier;2018;Vestland;BERGEN;Årstad;1;3;3195,8
2023-01-01;3850000;0;3850000;67;Leilighet;Selveier;2020;Vestland;BERGEN;Fana;3;2;5759
2023-01-01;3250000;0;3250000;53;Leilighet;Selveier;2022;Vestland;BERGEN;Ytrebygda;4;1;1848,9
2023-01-01;4190000;0;4190000;72;Leilighet;Selveier;2002;Vestland;BERGEN;Bergenhus;1;2;150,6
2023-01-01;11100000;0;11100000;255;Enebolig;Selveier;1984;Vestland;BERGEN;Fyllingsdalen;NULL;6;771,7
2023-01-01;6200000;0;6200000;159;Tomannsbolig;Selveier;1955;Vestland;BERGEN;Årstad;NULL;3;431,6
2023-01-01;2400000;0;2400000;95;Enebolig;Selveier;2007;Vestland;ALVER;NULL;NULL;3;786,5
2023-01-01;4400000;0;4400000;149;Enebolig;Selveier;1997;Vestland;ØYGARDEN;NULL;NULL;3;1449
2023-01-01;5200000;0;5200000;139;Enebolig;Selveier;1963;Vestland;BERGEN;Laksevåg;NULL;3;800,5
2023-01-01;3550000;124453;3674453;57;Leilighet;Borettslag;1918;Vestland;BERGEN;Årstad;1;2;320,5
2023-01-01;7500000;0;7500000;215;Enebolig;Selveier;1933;Vestland;BERGEN;Fana;NULL;5;912,1
2023-01-01;3950000;0;3950000;153;Enebolig;Selveier;1963;Vestland;BERGEN;Åsane;NULL;3;1280,2
2023-01-01;3110000;156811;3266811;55;Leilighet;Borettslag;1953;Vestland;BERGEN;Laksevåg;2;2;1119,3
2023-01-01;7100000;0;7100000;139;Enebolig;Selveier;1999;Vestland;BERGEN;Ytrebygda;NULL;3;289,6
2023-01-01;4225000;0;4225000;135;Tomannsbolig;Selveier;1991;Vestland;BERGEN;Åsane;NULL;3;535,5
2023-01-01;5650000;419895;6069895;97;Leilighet;Selveier;1898;Vestland;BERGEN;Bergenhus;3;2;246,2
2023-01-01;3150000;0;3150000;72;Leilighet;Selveier;1989;Vestland;BERGEN;Fana;1;2;213,2
2023-01-01;3190000;0;3190000;73;Leilighet;Selveier;2005;Vestland;ØYGARDEN;NULL;1;2;15217,5
2023-01-01;3690000;49841;3739841;76;Leilighet;Borettslag;1966;Vestland;BERGEN;Årstad;4;2;1722,4
2023-01-01;3135000;0;3135000;86;Leilighet;Selveier;2021;Vestland;ØYGARDEN;NULL;2;3;3485
2023-01-01;4200000;0;4200000;219;Enebolig;Selveier;1928;Vestland;BERGEN;Fana;NULL;4;1563
2023-01-01;3400000;345311;3745311;92;Leilighet;Aksjeleilighet;1957;Vestland;BERGEN;Årstad;2;2;1166,8
2023-01-01;3000000;301970;3301970;74;Leilighet;Borettslag;1949;Vestland;BERGEN;Årstad;2;2;532,2
2023-01-01;2950000;0;2950000;92;Tomannsbolig;Selveier;2005;Vestland;ASKØY;NULL;2;2;558
2023-01-01;3160000;0;3160000;88;Leilighet;Borettslag;1949;Vestland;BERGEN;Laksevåg;2;2;296,8
2023-01-01;3670000;161888;3831888;98;Leilighet;Borettslag;1976;Vestland;BERGEN;Åsane;3;3;15288,4
2023-01-01;3000000;0;3000000;66;Leilighet;Selveier;2019;Vestland;ALVER;NULL;1;2;6709,9
2023-01-01;3425000;83078;3508078;80;Leilighet;Borettslag;1984;Vestland;BERGEN;Årstad;1;3;5015
2023-01-01;3800000;0;3800000;108;Leilighet;Selveier;2002;Vestland;BERGEN;Fana;2;3;302
2023-01-01;5700000;0;5700000;183;Enebolig;Selveier;1968;Vestland;BERGEN;Fana;NULL;3;1215,8
2023-01-01;4700000;0;4700000;94;Leilighet;Selveier;2014;Vestland;ØYGARDEN;NULL;7;2;3444,5
2023-01-01;3150000;295650;3445650;63;Leilighet;Borettslag;1959;Vestland;BERGEN;Årstad;3;2;2711
2023-01-01;5150000;0;5150000;118;Leilighet;Selveier;2014;Vestland;BERGEN;Fana;1;3;23870,8
2023-01-01;2550000;0;2550000;40;Leilighet;Selveier;1934;Vestland;BERGEN;Bergenhus;NULL;1;266
2023-01-01;3450000;0;3450000;138;Enebolig;Selveier;2006;Vestland;ØYGARDEN;NULL;NULL;2;1068,6
2023-01-01;2300000;0;2300000;54;Leilighet;Selveier;1990;Vestland;BERGEN;Årstad;1;1;8983,1
2023-01-01;2775000;94942;2869942;57;Leilighet;Borettslag;1960;Vestland;BERGEN;Bergenhus;1;1;5688,8
2023-01-01;6470000;0;6470000;138;Tomannsbolig;Selveier;2017;Vestland;ØYGARDEN;NULL;NULL;4;0
2023-01-01;3250000;0;3250000;66;Leilighet;Selveier;2005;Vestland;BERGEN;Fyllingsdalen;2;2;2115,6
2023-01-01;4350000;0;4350000;123;Tomannsbolig;Selveier;2019;Vestland;ASKØY;NULL;NULL;3;57,8
2023-01-01;5000000;0;5000000;211;Enebolig;Selveier;2004;Vestland;ASKØY;NULL;NULL;7;709,6
2023-01-01;2525000;0;2525000;61;Leilighet;Selveier;2016;Vestland;BJØRNAFJORDEN;NULL;2;2;1184,4
2023-01-01;3800000;0;3800000;103;Rekkehus;Selveier;1969;Vestland;BERGEN;Fyllingsdalen;NULL;3;164,6
2023-01-01;2510000;60470;2570470;92;Leilighet;Borettslag;1975;Vestland;BERGEN;Åsane;3;3;36675,2
2023-01-01;3525000;0;3525000;73;Leilighet;Selveier;1933;Vestland;BERGEN;Årstad;1;1;171,6
2023-01-01;3700000;232102;3932102;53;Leilighet;Selveier;1898;Vestland;BERGEN;Bergenhus;4;2;246,2
2023-01-01;3025000;50183;3075183;83;Leilighet;Borettslag;1975;Vestland;BERGEN;Åsane;4;2;36675,2
2023-01-01;6400000;0;6400000;123;Leilighet;Selveier;1937;Vestland;BERGEN;Bergenhus;3;2;584,8
2023-01-01;3250000;0;3250000;62;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;1;1;12147,5
2023-01-01;2990000;0;2990000;116;Tomannsbolig;Selveier;2007;Vestland;ALVER;NULL;NULL;3;197,4
2023-01-01;3425000;0;3425000;115;Tomannsbolig;Selveier;1927;Vestland;BERGEN;Årstad;2;2;402
2023-01-01;2300000;0;2300000;49;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;2;1;5754,5
2023-01-01;7400000;0;7400000;316;Enebolig;Selveier;2006;Vestland;BERGEN;Åsane;NULL;6;904,1
2023-01-01;3500000;0;3500000;65;Leilighet;Selveier;2013;Vestland;BERGEN;Fyllingsdalen;4;2;6498,6
2023-01-01;6450000;0;6450000;234;Enebolig;Selveier;2000;Vestland;ØYGARDEN;NULL;NULL;5;1726,6
2023-01-01;6100000;0;6100000;259;Enebolig;Selveier;2022;Vestland;ØYGARDEN;NULL;NULL;7;1005,6
2023-01-01;2910000;12589;2922589;67;Leilighet;Selveier;1990;Vestland;BERGEN;Fana;1;2;4782,7
2023-01-01;2475000;92051;2567051;110;Leilighet;Borettslag;1978;Vestland;BERGEN;Åsane;1;4;52540,8
2023-01-01;3000000;0;3000000;68;Leilighet;Borettslag;2008;Vestland;BERGEN;Fana;2;2;8550,8
2023-01-01;15800000;0;15800000;252;Enebolig;Selveier;1928;Vestland;BERGEN;Årstad;NULL;5;1110,9
2023-01-01;2400000;0;2400000;93;Enebolig;Selveier;1880;Vestland;OSTERØY;NULL;NULL;3;420
2023-01-01;2990000;0;2990000;69;Leilighet;Selveier;2010;Vestland;BJØRNAFJORDEN;NULL;1;2;31,7
2023-01-01;3550000;0;3550000;81;Leilighet;Selveier;1989;Vestland;BERGEN;Fana;2;2;311,6
2023-01-01;1450000;1085533;2535533;42;Leilighet;Borettslag;2007;Vestland;BERGEN;Laksevåg;2;1;8765
2023-01-01;3400000;655;3400655;64;Leilighet;Selveier;2006;Vestland;BERGEN;Fana;1;2;3105,8
2023-01-01;2850000;0;2850000;40;Leilighet;Selveier;2021;Vestland;BERGEN;Fana;1;1;20903,6
2023-01-01;3900000;0;3900000;117;Leilighet;Selveier;1993;Vestland;BERGEN;Fana;1;2;1155,5
2023-01-01;3150000;0;3150000;142;Leilighet;Selveier;1953;Vestland;BERGEN;Fana;2;2;831,1
2023-01-01;5650000;0;5650000;150;Rekkehus;Selveier;1996;Vestland;BERGEN;Fana;NULL;4;810
2023-01-01;2190000;539908;2729908;80;Leilighet;Borettslag;1967;Vestland;BERGEN;Fyllingsdalen;3;2;25801,6
2023-01-01;4700000;0;4700000;177;Rekkehus;Selveier;2015;Vestland;ØYGARDEN;NULL;NULL;3;2027
2023-01-01;6225000;0;6225000;99;Rekkehus;Selveier;1964;Vestland;BERGEN;Bergenhus;NULL;3;228,1
2023-01-01;5650000;0;5650000;138;Rekkehus;Selveier;2012;Vestland;BERGEN;Fana;NULL;3;176,9
2023-01-01;5220000;0;5220000;86;Leilighet;Selveier;2019;Vestland;BERGEN;Årstad;3;2;3661,9
2023-01-01;1450000;0;1450000;128;Enebolig;Selveier;1900;Vestland;ØYGARDEN;NULL;NULL;3;480,3
2023-01-01;5790000;0;5790000;80;Leilighet;Selveier;1889;Vestland;BERGEN;Bergenhus;2;3;142,8
2023-01-01;2750000;0;2750000;80;Leilighet;Selveier;2013;Vestland;BJØRNAFJORDEN;NULL;1;2;1118,8
2023-01-01;3900000;0;3900000;87;Leilighet;Selveier;2004;Vestland;BERGEN;Laksevåg;4;2;4384,9
2023-01-01;2650000;4169;2654169;94;Leilighet;Borettslag;1985;Vestland;BERGEN;Fana;4;2;5059,4
2023-01-01;2810000;0;2810000;76;Leilighet;Selveier;2011;Vestland;ØYGARDEN;NULL;2;2;1996,2
2023-01-01;1690000;13199;1703199;22;Leilighet;Selveier;1965;Vestland;BERGEN;Årstad;3;NULL;1734,4
2023-01-01;3240000;191957;3431957;77;Leilighet;Borettslag;1972;Vestland;BERGEN;Fyllingsdalen;NULL;2;42209,3
2023-01-01;4150000;186202;4336202;92;Leilighet;Aksjeleilighet;1949;Vestland;BERGEN;Årstad;3;2;528,3
2023-01-01;2800000;87518;2887518;97;Leilighet;Borettslag;1977;Vestland;BERGEN;Åsane;2;2;52540,8
2023-01-01;2900000;67000;2967000;49;Leilighet;Aksjeleilighet;1956;Vestland;BERGEN;Bergenhus;6;1;590,8
